tx_id,tx_size,tx_fee
26109,374,2110
26110,1288,52439
26111,391,29179
26112,1950,66677
26113,1500,73603
26114,1024,15029
26115,799,92632
26116,967,47984
26117,1412,92196
26118,1056,87593
26119,1907,43802
26120,508,82439
26121,533,73189
26122,296,47563
26123,1629,48586
26124,1036,29408
26125,558,51135
26126,1900,39162
26127,1717,8501
26128,868,86757
26129,1564,44464
26130,1339,85265
26131,915,75516
26132,274,32250
26133,859,77863
26134,1122,50623
26135,1863,87423
26136,331,15134
26137,1349,76616
26138,1739,72309
26139,794,52247
26140,906,24564
26141,748,73406
26142,294,60957
26143,974,30768
26144,1374,25653
26145,619,87141
26146,378,51488
26147,1375,94630
26148,1541,18536
26149,1749,51307
26150,750,86960
26151,1706,33764
26152,1395,63814
26153,1659,52431
26154,1632,99382
26155,1431,73252
26156,1197,86314
26157,1215,53585
26158,1617,5249
26159,764,97174
26160,681,85622
26161,717,26356
26162,882,56059
26163,1423,55626
26164,595,4527
26165,1533,75358
26166,1480,83544
26167,1791,86860
26168,1302,28591
26169,1677,17391
26170,1541,4988
26171,1307,3827
26172,558,99041
26173,1304,48861
26174,1313,41294
26175,847,78188
26176,1141,3629
26177,1508,27890
26178,622,34585
26179,1112,90866
26180,1532,39197
26181,722,19519
26182,396,75702
26183,975,49340
26184,802,53711
26185,364,49958
26186,1664,50731
26187,627,15731
26188,423,79151
26189,553,56186
26190,1595,33036
26191,623,24018
26192,919,27194
26193,551,91590
26194,936,94369
26195,632,74508
26196,1802,51987
26197,1301,84817
26198,1467,59542
26199,1995,60806
26200,730,29334
26201,1135,37931
26202,1138,59313
26203,1118,57159
26204,1650,32671
26205,1664,76635
26206,1553,32055
26207,718,17032
26208,600,20250
26209,384,13210
26210,827,53986
26211,1195,22734
26212,1056,16837
26213,1242,98788
26214,1222,9596
26215,739,97159
26216,1027,40260
26217,1477,67821
26218,479,97268
26219,1063,2416
26220,1847,27995
26221,350,13098
26222,871,64304
26223,794,32223
26224,1537,97915
26225,445,89542
26226,526,41639
26227,776,8518
26228,1483,46023
26229,1094,54459
26230,1279,70042
26231,1148,45712
26232,805,11168
26233,1101,63472
26234,1548,70713
26235,774,51435
26236,1454,40639
26237,430,43001
26238,1361,80125
26239,1997,37359
26240,1470,40337
26241,243,88481
26242,749,26706
26243,841,95918
26244,1891,20764
26245,294,94614
26246,1542,41062
26247,1068,68136
26248,244,60694
26249,942,53378
26250,519,47727
26251,1838,13380
26252,1150,90899
26253,1976,81163
26254,1192,5048
26255,1844,76223
26256,730,78187
26257,809,25798
26258,1000,97439
26259,572,78475
26260,537,54150
26261,1065,52372
26262,944,90945
26263,1208,14777
26264,345,94634
26265,1319,74392
26266,609,92286
26267,1043,25927
26268,1109,57726
26269,1982,90403
26270,1953,70408
26271,1833,67255
26272,307,64580
26273,1364,33234
26274,1883,51635
26275,1616,19910
26276,326,58381
26277,1847,5971
26278,767,90649
26279,471,87993
26280,514,80666
26281,1914,37912
26282,1964,73698
26283,1361,36970
26284,1366,12484
26285,982,96882
26286,1525,25446
26287,1935,39019
26288,397,32650
26289,1103,30885
26290,415,54311
26291,1715,34559
26292,1388,74216
26293,1416,71104
26294,819,81786
26295,294,4713
26296,434,20900
26297,1537,49677
26298,1707,25749
26299,543,46429
26300,1965,77392
26301,631,64876
26302,288,2175
26303,1279,89181
26304,1742,8819
26305,449,26242
26306,1718,7995
26307,1174,84729
26308,1775,46991
26309,1412,95991
26310,1770,48086
26311,627,74588
26312,1822,8932
26313,1310,19758
26314,1695,71893
26315,790,22448
26316,1057,18728
26317,1422,82583
26318,658,65965
26319,1257,76647
26320,546,96028
26321,262,86400
26322,1676,97480
26323,299,39415
26324,735,24534
26325,630,51781
26326,1454,71314
26327,943,64108
26328,392,85961
26329,506,21141
26330,1598,42475
26331,807,82069
26332,1822,68598
26333,1447,48372
26334,483,73056
26335,512,94685
26336,511,41465
26337,245,90694
26338,732,98338
26339,270,41141
26340,1080,9445
26341,603,82732
26342,1656,90408
26343,644,98674
26344,1979,25262
26345,1135,98579
26346,1377,52696
26347,1106,43424
26348,331,2841
26349,1515,41124
26350,641,90722
26351,678,52257
26352,1842,9710
26353,551,73754
26354,1739,84355
26355,1756,72669
26356,633,10938
26357,1870,13988
26358,1084,76935
26359,1791,69161
26360,248,25601
26361,951,45357
26362,1330,25732
26363,252,63070
26364,330,7643
26365,1403,77813
26366,979,80317
26367,447,2941
26368,704,72656
26369,1986,31342
26370,1656,32165
26371,1233,29432
26372,603,11506
26373,1224,33848
26374,1141,99873
26375,1602,65723
26376,1924,76903
26377,1328,48472
26378,1765,88788
26379,1390,62206
26380,422,14059
26381,1058,38288
26382,717,80683
26383,1872,19509
26384,1698,5904
26385,1891,19110
26386,657,67602
26387,1143,78865
26388,1606,46728
26389,1427,15985
26390,1302,68109
26391,1580,66551
26392,477,96149
26393,929,78907
26394,1964,98641
26395,1481,13603
26396,943,2666
26397,733,80952
26398,730,33454
26399,1518,4690
26400,402,20393
26401,1380,67331
26402,1395,92790
26403,1127,98500
26404,1533,60931
26405,580,98259
26406,1673,75700
26407,1320,12560
26408,1124,61228
26409,1585,23557
26410,1883,98448
26411,397,91020
26412,1531,86049
26413,948,71122
26414,583,1782
26415,1168,52301
26416,865,21849
26417,491,96433
26418,860,17939
26419,637,31592
26420,1292,80034
26421,659,15773
26422,721,30085
26423,547,77999
26424,436,54006
26425,1528,88523
26426,1412,5392
26427,1586,62936
26428,1269,94928
26429,811,39430
26430,285,97488
26431,1424,63115
26432,561,69160
26433,1976,11073
26434,269,62067
26435,752,71478
26436,557,66946
26437,471,97087
26438,450,32342
26439,820,68907
26440,492,38951
26441,1606,1049
26442,617,78802
26443,469,99979
26444,1969,95758
26445,1456,77913
26446,1658,37097
26447,1200,17211
26448,457,71095
26449,940,31392
26450,1541,65045
26451,514,67792
26452,1599,88431
26453,1260,90929
26454,1266,23822
26455,1199,22604
26456,1448,19458
26457,511,97154
26458,218,9125
26459,1973,90714
26460,317,1430
26461,1445,77818
26462,269,36203
26463,1374,83270
26464,1937,61273
26465,441,40590
26466,1482,53429
26467,364,2880
26468,279,71394
26469,753,13968
26470,883,34602
26471,702,68299
26472,1275,18347
26473,470,20066
26474,348,90637
26475,1608,88763
26476,309,61731
26477,599,72717
26478,537,71727
26479,1739,52594
26480,855,47173
26481,1453,12976
26482,1734,69082
26483,1053,81428
26484,1713,82037
26485,1941,34843
26486,1647,77662
26487,1302,61536
26488,1295,84387
26489,1001,86345
26490,1047,36931
26491,1952,42645
26492,260,48485
26493,1077,96756
26494,1270,22661
26495,233,94140
26496,1202,3523
26497,1930,50302
26498,393,38400
26499,286,18327
26500,518,51921
26501,1411,87768
26502,581,99183
26503,823,52784
26504,1199,72505
26505,918,41845
26506,1735,70215
26507,510,10301
26508,1365,45466
26509,1336,16402
26510,737,81888
26511,1672,5005
26512,336,2121
26513,1460,55340
26514,1314,40881
26515,1782,93680
26516,446,75997
26517,1022,19924
26518,571,52342
26519,1937,16407
26520,1859,43132
26521,1215,1581
26522,582,29918
26523,538,11145
26524,1056,57031
26525,1795,90458
26526,466,3292
26527,1499,64788
26528,1997,78481
26529,1925,60774
26530,1340,3701
26531,365,85891
26532,1550,85522
26533,288,49666
26534,1407,54924
26535,516,61368
26536,844,71281
26537,1125,80063
26538,1933,73550
26539,1160,46891
26540,1366,34462
26541,518,63692
26542,893,43658
26543,763,44719
26544,1741,52817
26545,1447,8955
26546,826,12529
26547,1516,79653
26548,1089,46051
26549,1343,26213
26550,509,94854
26551,1153,45092
26552,1061,3988
26553,1684,75236
26554,216,16586
26555,1210,79341
26556,943,75387
26557,1509,38268
26558,853,29242
26559,1727,96349
26560,1573,54854
26561,1616,61506
26562,1467,78301
26563,1219,11967
26564,979,20445
26565,1199,56893
26566,1994,4516
26567,699,69926
26568,697,90621
26569,1501,32425
26570,951,40381
26571,462,47207
26572,1978,43032
26573,509,55847
26574,1047,90982
26575,535,34115
26576,1961,58217
26577,237,89307
26578,1406,84811
26579,338,47086
26580,1759,64655
26581,1615,91289
26582,1676,2295
26583,222,82749
26584,1373,28384
26585,1096,34416
26586,874,99111
26587,1062,85202
26588,1332,81252
26589,724,88458
26590,609,69429
26591,812,48477
26592,1059,32294
26593,648,32288
26594,794,74870
26595,388,40000
26596,271,36750
26597,1334,46944
26598,1179,52674
26599,695,33740
26600,1960,39171
26601,326,16287
26602,1955,60898
26603,1194,34254
26604,1635,73394
26605,918,63016
26606,1793,2613
26607,1358,5081
26608,315,25577
26609,1919,40361
26610,1282,61431
26611,282,23903
26612,703,10150
26613,1490,29476
26614,1858,82281
26615,544,10691
26616,649,57407
26617,1536,2789
26618,437,85113
26619,693,13493
26620,1162,84075
26621,1323,65646
26622,211,57318
26623,1148,62325
26624,1482,22950
26625,1879,8522
26626,859,22799
26627,243,43172
26628,1413,17973
26629,1589,5813
26630,867,48187
26631,640,42681
26632,1556,12376
26633,1832,76213
26634,832,69972
26635,1517,98251
26636,810,78432
26637,215,16733
26638,1510,53997
26639,602,98385
26640,1219,94039
26641,1637,44568
26642,682,39890
26643,300,77825
26644,937,58408
26645,1406,88205
26646,1333,74318
26647,472,47973
26648,1998,85069
26649,539,18063
26650,1581,51871
26651,1426,97041
26652,1329,83060
26653,1576,6037
26654,1084,91063
26655,1332,17207
26656,1069,94406
26657,1148,37433
26658,1905,40460
26659,256,21592
26660,1259,88931
26661,1925,87787
26662,1188,18895
26663,972,81883
26664,871,14681
26665,1873,2557
26666,1456,15972
26667,1756,85165
26668,1705,78378
26669,845,56238
26670,262,17762
26671,1069,45140
26672,1952,35584
26673,1527,24588
26674,1306,77308
26675,865,24575
26676,1723,67529
26677,493,69066
26678,606,87641
26679,1955,5983
26680,755,66577
26681,1056,45485
26682,1650,47583
26683,803,88209
26684,1096,31753
26685,452,33332
26686,1015,16084
26687,1230,52871
26688,1231,15120
26689,253,41600
26690,1172,7985
26691,1009,96859
26692,370,56427
26693,1793,47348
26694,229,65266
26695,1392,75647
26696,966,80900
26697,845,75236
26698,284,41443
26699,871,88202
26700,600,75095
26701,363,25231
26702,1867,20307
26703,891,36305
26704,517,31235
26705,662,31206
26706,419,14992
26707,1572,42557
26708,745,94185
26709,536,51098
26710,1718,40294
26711,1818,69753
26712,234,17889
26713,1418,86673
26714,211,93353
26715,744,41157
26716,1053,59430
26717,807,77800
26718,455,69982
26719,261,74972
26720,1137,68278
26721,658,81792
26722,1834,55670
26723,459,69415
26724,1623,38034
26725,851,34982
26726,1211,92078
26727,221,19952
26728,277,8031
26729,1723,50817
26730,1332,57570
26731,361,17381
26732,1085,61330
26733,1816,24598
26734,1214,51070
26735,855,66993
26736,1557,86443
26737,1509,12288
26738,1315,13593
26739,1576,74045
26740,1809,94080
26741,1039,40015
26742,1274,29501
26743,1405,96823
26744,1389,36534
26745,554,7399
26746,1367,9500
26747,1148,47724
26748,1705,7066
26749,2000,17124
26750,325,71666
26751,1814,12163
26752,1556,22294
26753,1802,31303
26754,984,9839
26755,1097,93433
26756,1300,20232
26757,786,14010
26758,470,60493
26759,274,88313
26760,1581,16530
26761,1959,32815
26762,1889,75285
26763,1947,38431
26764,1339,83442
26765,1842,90768
26766,493,84103
26767,1574,53484
26768,438,38045
26769,568,2347
26770,959,57624
26771,522,82428
26772,814,1624
26773,1204,20789
26774,1714,85644
26775,1803,79535
26776,899,65819
26777,1401,46065
26778,1771,53674
26779,1230,49560
26780,294,19653
26781,1229,55334
26782,1889,70996
26783,1824,89112
26784,1807,84167
26785,1703,88819
26786,1751,51773
26787,827,41449
26788,982,13065
26789,1430,51732
26790,1955,34369
26791,1782,4741
26792,265,81666
26793,1363,66856
26794,874,23159
26795,893,61977
26796,330,37516
26797,1451,85565
26798,1688,38753
26799,1936,99594
26800,1852,68400
26801,231,77718
26802,1474,17418
26803,1949,62971
26804,1558,22374
26805,1111,80042
26806,655,75665
26807,1335,21682
26808,1270,34974
26809,726,38289
26810,288,27109
26811,612,74866
26812,521,66683
26813,1929,42965
26814,881,29941
26815,1543,72289
26816,320,51419
26817,610,48054
26818,1147,49956
26819,629,83253
26820,764,29925
26821,1600,23140
26822,1525,26218
26823,1077,5696
26824,967,44871
26825,1436,99596
26826,773,76209
26827,724,18496
26828,537,5455
26829,1252,23517
26830,1132,53791
26831,1864,95076
26832,1120,18019
26833,808,44456
26834,1139,34190
26835,1033,32798
26836,1515,51539
26837,1827,20178
26838,826,18103
26839,1405,17769
26840,299,45771
26841,655,91646
26842,1817,81483
26843,850,97819
26844,603,52679
26845,669,97965
26846,1964,3398
26847,853,37892
26848,665,83963
26849,648,24951
26850,1424,28561
26851,838,32806
26852,253,4371
26853,1298,5786
26854,674,30786
26855,1187,63646
26856,570,30063
26857,1617,39160
26858,1225,96835
26859,1033,88521
26860,1603,93665
26861,1686,59248
26862,1788,14259
26863,765,51357
26864,307,61772
26865,1357,59011
26866,262,13474
26867,477,67361
26868,360,67875
26869,1171,37832
26870,1934,76996
26871,1454,79354
26872,272,74987
26873,1046,85841
26874,1434,82998
26875,1683,44938
26876,1091,5657
26877,922,48485
26878,1038,69405
26879,861,41741
26880,1424,35517
26881,1790,62436
26882,328,54229
26883,539,67074
26884,387,94237
26885,1411,22680
26886,335,21813
26887,580,59889
26888,885,68854
26889,1844,23585
26890,699,50598
26891,457,9978
26892,1025,74950
26893,1373,4313
26894,277,11665
26895,1467,60583
26896,1295,84077
26897,573,63676
26898,252,36367
26899,1846,5920
26900,234,83437
26901,1021,14700
26902,391,9502
26903,1539,2023
26904,1077,75148
26905,965,63350
26906,1694,68134
26907,569,85736
26908,1535,73292
26909,635,91049
26910,1501,42925
26911,465,22017
26912,1849,74734
26913,583,3213
26914,425,56231
26915,1538,52903
26916,1945,47600
26917,514,23630
26918,360,93521
26919,1595,60563
26920,1382,69431
26921,457,71210
26922,926,56250
26923,1680,23458
26924,1665,53175
26925,1256,35412
26926,1972,14161
26927,952,20285
26928,1321,20677
26929,1216,72795
26930,1294,53471
26931,967,94610
26932,292,72423
26933,777,41569
26934,1811,93168
26935,1553,35660
26936,1655,36609
26937,979,79022
26938,893,34912
26939,718,55072
26940,1801,32648
26941,340,46026
26942,218,1026
26943,947,14677
26944,396,46147
26945,1246,15489
26946,789,43254
26947,1617,93107
26948,274,3165
26949,1227,91321
26950,952,82289
26951,655,18233
26952,951,88667
26953,1815,77055
26954,275,23422
26955,1473,41855
26956,1923,82013
26957,739,95792
26958,1795,13271
26959,350,26258
26960,1027,61772
26961,1155,66699
26962,240,17394
26963,1465,74014
26964,1421,64906
26965,931,57890
26966,659,91507
26967,1542,26803
26968,535,98964
26969,1929,54220
26970,1584,1822
26971,395,89191
26972,843,98760
26973,675,12938
26974,1068,15770
26975,1774,47312
26976,1641,21867
26977,588,12909
26978,1968,97214
26979,1748,92866
26980,802,82333
26981,1841,30997
26982,1614,80578
26983,1469,21138
26984,1721,89306
26985,307,46390
26986,1789,20666
26987,1664,92069
26988,1260,3565
26989,811,99740
26990,853,26926
26991,1122,57085
26992,1890,4969
26993,808,56762
26994,669,40097
26995,455,55946
26996,871,73367
26997,882,63611
26998,1209,66556
26999,325,76992
27000,1580,69138
27001,1343,25190
27002,1179,42728
27003,1678,89475
27004,1142,19150
27005,1344,46251
27006,559,56132
27007,1796,54389
27008,771,92090
27009,267,1442
27010,1470,45676
27011,723,66429
27012,354,77901
27013,1984,59421
27014,887,95542
27015,1348,41116
27016,1768,98591
27017,1970,19659
27018,976,37211
27019,804,1721
27020,1051,49835
27021,336,46387
27022,1932,33669
27023,1610,18885
27024,1680,47345
27025,736,10069
27026,290,68699
27027,1281,14300
27028,805,8877
27029,1919,79620
27030,383,68718
27031,1954,81329
27032,366,22491
27033,898,47048
27034,1094,63245
27035,1686,54118
27036,1313,23296
27037,1163,76837
27038,656,12660
27039,349,98935
27040,683,44067
27041,238,45696
27042,689,68821
27043,405,12311
27044,1212,15065
27045,682,89632
27046,1407,41437
27047,844,29760
27048,317,5743
27049,496,6621
27050,632,26089
27051,1847,83273
27052,1966,51464
27053,1207,69480
27054,769,79710
27055,754,94127
27056,1172,65862
27057,510,72210
27058,658,25258
27059,1676,57661
27060,1896,34193
27061,666,60691
27062,1496,85410
27063,1967,62040
27064,798,66642
27065,542,29843
27066,612,77053
27067,1715,37764
27068,1321,78573
27069,1105,6703
27070,1675,76760
27071,1093,80087
27072,641,37399
27073,844,52102
27074,267,58710
27075,450,69082
27076,505,99500
27077,1945,15046
27078,1970,94431
27079,406,79518
27080,1163,46926
27081,592,26010
27082,373,78988
27083,1809,98665
27084,1563,32400
27085,1859,92465
27086,239,72430
27087,801,77330
27088,842,3595
27089,1384,16651
27090,1435,36006
27091,1293,90177
27092,1311,33015
27093,1781,4755
27094,1789,16923
27095,1394,53056
27096,1427,66421
27097,1517,81868
27098,1968,33514
27099,598,94804
27100,566,21975
27101,986,58633
27102,904,94288
27103,1510,39490
27104,368,39301
27105,205,88291
27106,258,66322
27107,557,10547
27108,324,29924
27109,1162,79504
27110,1397,11613
27111,876,25489
27112,1916,72479
27113,1090,83448
27114,1003,98458
27115,1527,41647
27116,1479,23760
27117,383,43695
27118,945,20776
27119,994,38382
27120,838,31560
27121,1529,83338
27122,649,13299
27123,1034,19930
27124,1666,44979
27125,1649,38473
27126,1012,91855
27127,388,16734
27128,1916,46628
27129,1279,14311
27130,1072,26533
27131,725,4089
27132,895,10503
27133,429,35603
27134,301,5479
27135,1362,87469
27136,1743,10972
27137,1437,99223
27138,210,82731
27139,287,43189
27140,1929,46169
27141,516,50308
27142,1298,55377
27143,1553,52252
27144,216,79790
27145,787,40373
27146,1435,35496
27147,1624,16423
27148,881,27083
27149,540,98961
27150,528,40501
27151,1570,61894
27152,1192,43620
27153,1332,13231
27154,548,14546
27155,570,14009
27156,1269,31793
27157,799,76524
27158,694,16560
27159,1599,21551
27160,316,4805
27161,1285,8564
27162,1620,82169
27163,559,44317
27164,511,69184
27165,1984,77880
27166,700,68941
27167,1811,57989
27168,209,2446
27169,346,2617
27170,922,94922
27171,483,1678
27172,1810,6035
27173,1902,63976
27174,273,62511
27175,521,25044
27176,1041,4864
27177,392,97303
27178,1616,54995
27179,612,63633
27180,203,36305
27181,1976,52603
27182,916,28605
27183,669,86688
27184,529,85623
27185,1358,76116
27186,1099,98465
27187,1860,79854
27188,760,89998
27189,1720,99500
27190,1328,76128
27191,1351,94688
27192,885,60444
27193,1567,94646
27194,1055,88775
27195,1448,93235
27196,559,90697
27197,778,40158
27198,1965,60185
27199,847,69378
27200,1571,3993
27201,509,36599
27202,1681,78280
27203,624,37293
27204,1577,34987
27205,901,26342
27206,595,45448
27207,1146,5265
27208,1694,81249
27209,758,61835
27210,1438,47613
27211,220,80510
27212,958,18161
27213,1001,12489
27214,937,28182
27215,646,82600
27216,863,84658
27217,638,29316
27218,598,62499
27219,1955,92261
27220,402,44766
27221,1738,72053
27222,263,83506
27223,638,7747
27224,412,78891
27225,382,64854
27226,926,13943
27227,1578,68130
27228,1676,8149
27229,1455,35021
27230,827,41021
27231,1595,6473
27232,861,89651
27233,1564,46091
27234,327,59617
27235,1682,93532
27236,1278,48125
27237,652,23269
27238,1217,13839
27239,553,72644
27240,1919,4055
27241,839,93292
27242,616,24300
27243,477,2979
27244,1620,59470
27245,744,58163
27246,615,5128
27247,1373,71477
27248,1962,85096
27249,363,2860
27250,1363,23740
27251,889,33926
27252,864,67186
27253,1892,4219
27254,1239,73539
27255,365,42344
27256,928,12886
27257,917,19947
27258,1898,66528
27259,205,7668
27260,1941,82464
27261,1677,80281
27262,1866,17117
27263,943,43750
27264,477,52865
27265,1688,61928
27266,530,48361
27267,642,1168
27268,611,75326
27269,759,6562
27270,1837,9362
27271,561,50008
27272,734,95384
27273,823,7293
27274,414,83450
27275,952,34786
27276,1698,72462
27277,1834,90599
27278,756,95966
27279,1443,36996
27280,1285,99648
27281,418,98549
27282,1131,33119
27283,1953,36746
27284,224,4234
27285,956,78610
27286,1459,49538
27287,780,39226
27288,1846,94842
27289,1028,64796
27290,543,57305
27291,1798,95666
27292,1557,74855
27293,1172,46962
27294,1197,5413
27295,464,85931
27296,646,27539
27297,1436,60178
27298,1827,1021
27299,1941,36042
27300,589,79604
27301,292,7152
27302,1731,17244
27303,610,81009
27304,851,14778
27305,1824,2939
27306,1893,85187
27307,2000,39368
27308,1076,94921
27309,499,41290
27310,326,3213
27311,1590,74482
27312,1463,36258
27313,1269,59821
27314,1559,51229
27315,455,63238
27316,1016,85382
27317,810,69410
27318,1410,14125
27319,227,3614
27320,1596,34670
27321,1965,90665
27322,1772,6379
27323,1454,38152
27324,1800,34087
27325,1745,10387
27326,702,49245
27327,289,5613
27328,734,32612
27329,1170,75481
27330,1893,93937
27331,1309,49067
27332,1851,31261
27333,1942,2503
27334,1935,18604
27335,847,32875
27336,754,50761
27337,1794,80933
27338,1220,10545
27339,1045,19004
27340,1980,9733
27341,1294,60059
27342,1407,26706
27343,1481,64471
27344,625,7743
27345,1171,38192
27346,1180,72231
27347,1176,66342
27348,302,97033
27349,756,3070
27350,617,43471
27351,1823,69715
27352,520,40075
27353,1269,3918
27354,763,24222
27355,1727,26409
27356,806,6417
27357,886,80607
27358,1971,93493
27359,700,86744
27360,1269,56342
27361,1511,58457
27362,1110,62598
27363,1176,84946
27364,1802,66363
27365,269,25874
27366,1436,53509
27367,1255,99020
27368,602,18252
27369,986,98285
27370,1656,3251
27371,1703,70856
27372,300,81251
27373,1708,69905
27374,583,86035
27375,1367,55771
27376,1562,65627
27377,448,66697
27378,1503,79437
27379,425,58288
27380,784,11848
27381,343,47052
27382,1788,2413
27383,1998,35904
27384,676,37341
27385,542,40421
27386,840,29160
27387,1632,32607
27388,304,41968
27389,1791,26195
27390,953,1335
27391,1961,90687
27392,1644,60290
27393,1251,90069
27394,1001,20861
27395,1632,66615
27396,1841,67768
27397,1236,92958
27398,1562,82006
27399,1371,67215
27400,515,37022
27401,1059,27483
27402,570,91269
27403,881,12060
27404,1256,8218
27405,604,60514
27406,1252,42081
27407,740,68397
27408,408,41673
27409,853,4923
27410,1644,60541
27411,1474,69244
27412,1967,17482
27413,541,98666
27414,567,23029
27415,574,25432
27416,866,7201
27417,1264,61626
27418,481,20187
27419,211,95064
27420,1509,74095
27421,915,55741
27422,1069,67426
27423,954,23530
27424,1069,82775
27425,781,72459
27426,273,62348
27427,1524,2199
27428,240,33201
27429,1195,34258
27430,561,63743
27431,1642,55971
27432,706,30624
27433,694,45977
27434,1133,53685
27435,224,44525
27436,1251,40479
27437,1957,94492
27438,408,59982
27439,1999,72519
27440,1462,22185
27441,867,51826
27442,1178,20609
27443,799,15335
27444,439,76319
27445,351,8858
27446,1084,63691
27447,212,58692
27448,823,35697
27449,1594,76409
27450,591,21788
27451,1599,12397
27452,841,89220
27453,678,25397
27454,1618,65351
27455,1423,19328
27456,250,99636
27457,298,79525
27458,226,91307
27459,670,93847
27460,1476,30645
27461,1139,61637
27462,875,86423
27463,1439,99688
27464,843,15735
27465,596,30811
27466,315,22894
27467,440,32220
27468,1962,53490
27469,228,17497
27470,975,86809
27471,1136,43674
27472,734,12581
27473,469,62488
27474,1317,11651
27475,1818,53287
27476,466,24825
27477,351,45698
27478,1219,44415
27479,393,6955
27480,817,73128
27481,1402,39953
27482,1665,69682
27483,555,52326
27484,1032,73002
27485,935,75760
27486,1614,97246
27487,791,43263
27488,275,92579
27489,1509,18222
27490,726,32369
27491,621,43367
27492,470,82322
27493,1585,44098
27494,357,87137
27495,492,82094
27496,1777,22298
27497,1284,13972
27498,558,26784
27499,383,67924
27500,1539,85604
27501,490,49822
27502,962,12321
27503,1775,20351
27504,583,85053
27505,1855,9236
27506,1239,23452
27507,229,58688
27508,1420,36716
27509,357,27579
27510,546,80113
27511,614,3246
27512,1700,12274
27513,1570,39127
27514,589,11854
27515,1710,33093
27516,342,2758
27517,1417,62258
27518,1511,23258
27519,553,13834
27520,530,63151
27521,217,60938
27522,1487,18187
27523,1355,98709
27524,1156,14925
27525,1827,82431
27526,1617,70064
27527,1085,23615
27528,909,44777
27529,589,33460
27530,1126,81353
27531,1770,69364
27532,364,5438
27533,942,44539
27534,1393,92315
27535,693,92208
27536,265,83802
27537,1651,53480
27538,1009,18866
27539,1058,61695
27540,448,20914
27541,407,78757
27542,347,35262
27543,756,89531
27544,348,45827
27545,1875,39740
27546,1830,72611
27547,1073,86447
27548,1121,93774
27549,274,98378
27550,511,84888
27551,449,84550
27552,1535,23294
27553,881,24304
27554,806,48828
27555,315,71941
27556,1453,60198
27557,1954,97025
27558,1202,64052
27559,1305,50667
27560,1992,55348
27561,391,18620
27562,671,63119
27563,265,47946
27564,396,7563
27565,589,69436
27566,1042,40352
27567,1814,57648
27568,424,95723
27569,287,39327
27570,1372,87592
27571,492,48871
27572,841,69635
27573,1299,74091
27574,1011,80736
27575,1303,73039
27576,1632,71444
27577,539,20267
27578,368,4497
27579,1340,98471
27580,1335,73853
27581,688,93027
27582,1949,22290
27583,1725,71852
27584,477,17370
27585,1327,12052
27586,1005,76673
27587,763,28765
27588,1019,76587
27589,1491,47079
27590,1421,23750
27591,1552,10574
27592,1148,86960
27593,211,51612
27594,1010,90785
27595,1403,79805
27596,560,59388
27597,256,56354
27598,1504,97516
27599,1760,32670
27600,1956,36626
27601,1857,68724
27602,1114,35764
27603,1496,34929
27604,1994,39921
27605,1541,41785
27606,1284,12570
27607,1636,3763
27608,213,5062
27609,693,83955
27610,1829,97127
27611,222,42277
27612,1250,93323
27613,1599,96594
27614,1041,11758
27615,306,15018
27616,1995,69638
27617,1689,57030
27618,1840,5972
27619,1359,74804
27620,811,87006
27621,470,8225
27622,542,6083
27623,1261,40159
27624,1729,81087
27625,519,19932
27626,235,6715
27627,949,25685
27628,1190,61079
27629,349,96087
27630,1737,98776
27631,1109,73554
27632,930,25651
27633,848,26015
27634,1521,66002
27635,1501,15127
27636,1217,40350
27637,1875,17581
27638,1232,80085
27639,567,96095
27640,799,71414
27641,1329,58542
27642,1604,57766
27643,1785,99731
27644,869,60033
27645,1829,60820
27646,664,55645
27647,1719,12874
27648,1985,55862
27649,374,25199
27650,1185,48910
27651,1849,12709
27652,831,50208
27653,1367,70760
27654,379,71796
27655,1158,84252
27656,679,39331
27657,1741,8272
27658,665,61187
27659,586,96371
27660,1375,98387
27661,320,85391
27662,1680,46799
27663,854,43843
27664,668,4620
27665,1166,41391
27666,1738,85395
27667,1795,52195
27668,1549,60610
27669,1616,59734
27670,567,87346
27671,1698,80093
27672,510,34951
27673,1906,64251
27674,439,7726
27675,526,2007
27676,1255,74932
27677,847,34600
27678,1629,56184
27679,1376,31990
27680,1804,26280
27681,200,79381
27682,1815,6350
27683,1221,6206
27684,1964,83229
27685,1551,57143
27686,1130,42215
27687,719,18408
27688,529,4415
27689,1983,11572
27690,1661,12663
27691,963,65823
27692,1079,17449
27693,695,68871
27694,1545,77241
27695,329,34567
27696,623,83902
27697,1892,52583
27698,1309,29548
27699,922,35963
27700,702,90897
27701,419,51985
27702,747,99999
27703,777,80111
27704,722,23559
27705,1256,21078
27706,1404,32780
27707,741,24357
27708,742,48503
27709,835,4897
27710,1248,92648
27711,793,17626
27712,1824,66584
27713,1911,78609
27714,1370,94099
27715,1384,88937
27716,472,84544
27717,1784,51375
27718,1835,48904
27719,561,52423
27720,559,85169
27721,515,50328
27722,1442,99523
27723,1883,54013
27724,1846,79493
27725,1843,49542
27726,866,87981
27727,1487,57595
27728,808,28022
27729,1623,89187
27730,1147,11178
27731,1373,32050
27732,1902,28496
27733,1977,18036
27734,262,34875
27735,1233,12859
27736,1950,39135
27737,837,63382
27738,1846,75363
27739,1560,2122
27740,1481,73407
27741,539,44648
27742,920,79525
27743,1380,95810
27744,319,34711
27745,1322,45170
